,name,company,year,Price,kms_driven,fuel_type
5026,BMW X1 sDrive20d,BMW,2013,960000,90977,Diesel
5027,Tata Tiago Revotron,Tata,2012,36000,133348,Petrol
5028,Land Rover Freelander,Land,2023,3699000,40088,Diesel
5029,Audi A8,Audi,2022,1709000,130294,Diesel
5030,Toyota Corolla Altis,Toyota,2011,69000,30894,Petrol
5031,Skoda Octavia Elegance,Skoda,2020,136000,65195,Diesel
5032,Maruti Suzuki Vitara,Maruti,2003,25000,74817,Diesel
5033,Skoda Octavia Elegance,Skoda,2011,42000,149309,Diesel
5034,Ford Figo Aspire,Ford,2015,86000,34852,Petrol
5035,BMW X1 sDrive20d,BMW,2017,1720000,30879,Petrol
5036,Chevrolet Beat LT,Chevrolet,2007,25000,118170,Diesel
5037,Maruti Suzuki Ertiga,Maruti,2011,60000,32586,Petrol
5038,Mercedes C-Class C220d,Mercedes,2023,2103000,126630,Diesel
5039,Skoda Rapid Elegance,Skoda,2005,25000,164625,Petrol
5040,Mini Cooper S,Mini,2003,336000,88962,Diesel
5041,Renault Triber RXZ,Renault,2013,51000,93330,Diesel
5042,BMW 3 Series,BMW,2005,340000,111239,Petrol
5043,Jaguar XF Portfolio,Jaguar,2015,1103000,108827,Petrol
5044,Nissan Micra XV,Nissan,2011,29000,152282,Petrol
5045,Land Rover Freelander,Land,2011,1077000,52770,Petrol
5046,Chevrolet Tavera Neo,Chevrolet,2019,61000,84263,Petrol
5047,Audi Q7,Audi,2009,748000,58575,Diesel
5048,Volvo S60 D4,Volvo,2004,280000,175272,Diesel
5049,Jeep Compass Limited,Jeep,2022,178000,178152,Petrol
5050,Nissan Terrano XL,Nissan,2008,25000,156656,Petrol
5051,Tata Nano Lx,Tata,2003,25000,42505,Diesel
5052,Land Rover Freelander,Land,2023,2459000,177798,Petrol
5053,Jaguar XE Prestige,Jaguar,2019,1629000,147035,Diesel
5054,Mahindra XUV500 W8,Mahindra,2018,119000,77997,Diesel
5055,Ford Freestyle Titanium,Ford,2015,54000,118800,Diesel
5056,Volkswagen Vento Highline,Volkswagen,2002,25000,142621,Petrol
5057,Toyota Corolla Altis,Toyota,2007,33000,106204,Diesel
5058,BMW 5 Series,BMW,2010,1065000,7960,Diesel
5059,Jaguar XE Prestige,Jaguar,2017,1313000,157195,Diesel
5060,Mini Cooper D,Mini,2018,1719000,24459,Diesel
5061,Volkswagen Vento Highline,Volkswagen,2011,47000,101856,Diesel
5062,Volkswagen Jetta Comfortline,Volkswagen,2021,143000,57044,Diesel
5063,Chevrolet Tavera Neo,Chevrolet,2014,40000,81614,Petrol
5064,Honda Brio S,Honda,2014,58000,153018,Petrol
5065,Datsun redi-GO T,Datsun,2020,63000,101969,Diesel
5066,Jeep Compass Longitude,Jeep,2005,35000,173452,Petrol
5067,Honda Amaze S,Honda,2023,118000,170474,Petrol
5068,Honda Amaze S,Honda,2003,26000,59490,Diesel
5069,Fiat Linea Active,Fiat,2003,25000,101498,Petrol
5070,Skoda Octavia Elegance,Skoda,2018,98000,85763,Diesel
5071,Volkswagen Ameo Highline,Volkswagen,2012,49000,153223,Diesel
5072,Chevrolet Tavera Neo,Chevrolet,2023,97000,104798,Diesel
5073,Datsun GO Plus,Datsun,2023,149000,658,Petrol
5074,Honda WR-V i-VTEC,Honda,2022,113000,125661,Diesel
5075,Volvo XC60 D5,Volvo,2008,414000,108688,Petrol
5076,BMW 3 Series,BMW,2010,566000,113973,Diesel
5077,Volkswagen Vento Highline,Volkswagen,2003,31000,16209,Diesel
5078,Jeep Compass Limited,Jeep,2016,134000,65651,Diesel
5079,Honda City 1.5,Honda,2009,41000,85505,Petrol
5080,Jeep Compass Limited,Jeep,2023,188000,172432,Petrol
5081,Mini Cooper S,Mini,2009,690000,58767,Diesel
5082,Hyundai Xcent S,Hyundai,2004,25000,164178,Diesel
5083,Toyota Yaris VX,Toyota,2020,125000,131356,Diesel
5084,Tata Nano Lx,Tata,2017,57000,176160,Petrol
5085,Tata Bolt XT,Tata,2005,29000,509,Diesel
5086,Jeep Compass Longitude,Jeep,2017,167000,11429,Petrol
5087,Mahindra Bolero SLE,Mahindra,2013,55000,120457,Petrol
5088,Mitsubishi Lancer 1.8,Mitsubishi,2013,51000,162140,Petrol
5089,Maruti Suzuki Omni,Maruti,2007,25000,92203,CNG
5090,Skoda Fabia Classic,Skoda,2012,39000,132168,Petrol
5091,Maruti Suzuki Eeco,Maruti,2017,58000,125702,Diesel
5092,Mahindra Jeep CL550,Mahindra,2021,158000,40245,Diesel
5093,Audi Q3 35,Audi,2012,915000,52834,Diesel
5094,Renault Kwid RXT,Renault,2003,25000,74396,Petrol
5095,Skoda Fabia Classic,Skoda,2004,32000,47185,Diesel
5096,Hyundai Elite i20,Hyundai,2009,41000,52855,Diesel
5097,Nissan Sunny XL,Nissan,2018,124000,5911,Diesel
5098,Chevrolet Sail UVA,Chevrolet,2012,46000,39366,Diesel
5099,Hyundai Eon Era,Hyundai,2014,54000,165003,Diesel
5100,Chevrolet Beat LT,Chevrolet,2002,25000,2119,Diesel
5101,Audi A4 35,Audi,2004,488000,46717,Petrol
5102,Datsun redi-GO T,Datsun,2021,99000,53212,Petrol
5103,Tata Bolt XT,Tata,2009,36000,60746,Petrol
5104,Jeep Compass Limited,Jeep,2020,174000,83900,Petrol
5105,Mercedes C-Class C220d,Mercedes,2016,1040000,152584,Diesel
5106,Land Rover Freelander,Land,2003,528000,38872,Diesel
5107,BMW X1 sDrive20d,BMW,2018,1620000,87742,Diesel
5108,Honda Brio S,Honda,2003,25000,79945,Petrol
5109,Mahindra Thar CRDe,Mahindra,2011,38000,142804,Petrol
5110,Hyundai Tucson 2WD,Hyundai,2009,45000,50002,Diesel
5111,Renault Kwid RXT,Renault,2015,59000,53336,Petrol
5112,Nissan Terrano XL,Nissan,2011,51000,50826,Diesel
5113,Mitsubishi Lancer 1.8,Mitsubishi,2005,26000,106430,Diesel
5114,Hyundai Elite i20,Hyundai,2005,25000,121321,Petrol
5115,Audi A4 35,Audi,2005,560000,48317,Diesel
5116,Toyota Glanza G,Toyota,2023,220000,58813,Petrol
5117,Mitsubishi Lancer 1.8,Mitsubishi,2004,25000,117823,Diesel
5118,Datsun GO Plus,Datsun,2016,41000,98397,Petrol
5119,Renault Kwid RXT,Renault,2002,25000,18237,Petrol
5120,Mitsubishi Pajero Sport,Mitsubishi,2014,55000,159110,Petrol
5121,Volvo XC60 D5,Volvo,2011,1021000,11414,Diesel
5122,Mini Cooper D,Mini,2013,1034000,39222,Diesel
5123,Nissan Sunny XL,Nissan,2002,25000,174149,Diesel
5124,Fiat Linea Active,Fiat,2015,63000,38688,Petrol
5125,Toyota Fortuner 3.0,Toyota,2002,35000,33830,Diesel
5126,Ford EcoSport Titanium,Ford,2021,148000,57845,Diesel
5127,Mahindra Bolero SLE,Mahindra,2020,161000,1014,Petrol
5128,Hyundai Eon Era,Hyundai,2006,25000,131065,Diesel
5129,Nissan Terrano XL,Nissan,2023,104000,137432,Diesel
5130,Mercedes C-Class C220d,Mercedes,2004,426000,72852,Diesel
5131,Honda City 1.5,Honda,2005,25000,147731,Diesel
5132,Volvo XC60 D5,Volvo,2011,646000,113874,Petrol
5133,Mini Cooper D,Mini,2021,1664000,95000,Diesel
5134,Ford Endeavour 4x4,Ford,2007,37000,39237,Petrol
5135,Ford Figo,Ford,2013,50000,105290,Petrol
5136,Mitsubishi Lancer 1.8,Mitsubishi,2011,43000,139205,Petrol
5137,Nissan Micra XV,Nissan,2015,54000,122514,Diesel
5138,BMW X1 sDrive20d,BMW,2017,1739000,49681,Diesel
5139,Ford Figo Aspire,Ford,2017,98000,68818,Diesel
5140,Audi Q7,Audi,2009,608000,98093,Diesel
5141,Fiat Punto Active,Fiat,2013,41000,101452,Diesel
5142,Honda City 1.5,Honda,2004,25000,160436,Petrol
5143,Volkswagen Jetta Comfortline,Volkswagen,2022,104000,151600,Petrol
5144,Ford Endeavour 4x4,Ford,2004,25000,149154,Diesel
5145,Tata Tiago Revotron,Tata,2009,25000,177897,Petrol
5146,Fiat Linea Active,Fiat,2019,81000,56919,Petrol
5147,Honda Civic 1.8,Honda,2017,74000,98118,Petrol
5148,Toyota Fortuner 3.0,Toyota,2007,56000,14062,Petrol
5149,Fiat Linea Active,Fiat,2010,25000,125943,Petrol
5150,Datsun GO Plus,Datsun,2023,71000,154564,Petrol
5151,Audi A6 2.0,Audi,2020,1956000,43406,Petrol
5152,Renault Triber RXZ,Renault,2023,114000,115280,Diesel
5153,Hyundai Verna 1.6,Hyundai,2012,44000,126546,Diesel
5154,Mitsubishi Pajero Sport,Mitsubishi,2016,79000,78915,Petrol
5155,Skoda Fabia Classic,Skoda,2011,39000,168065,Diesel
5156,Land Rover Freelander,Land,2004,469000,86719,Diesel
5157,Honda WR-V i-VTEC,Honda,2007,50000,13250,Diesel
5158,Tata Nexon XZ,Tata,2020,85000,97921,Diesel
5159,Toyota Glanza G,Toyota,2010,62000,51763,Petrol
5160,Datsun redi-GO T,Datsun,2002,25000,136638,Diesel
5161,Volkswagen Vento Highline,Volkswagen,2020,93000,168715,Diesel
5162,Land Rover Freelander,Land,2002,437000,78701,Petrol
5163,Mitsubishi Lancer 1.8,Mitsubishi,2010,39000,163214,Petrol
5164,Honda City 1.5,Honda,2002,28000,28098,Petrol
5165,Volvo XC60 D5,Volvo,2021,1390000,163271,Petrol
5166,Mini Cooper S,Mini,2013,617000,117618,Diesel
5167,Jeep Compass Longitude,Jeep,2005,58000,23470,Diesel
5168,Tata Tiago Revotron,Tata,2016,51000,96944,Diesel
5169,BMW 5 Series,BMW,2023,2906000,42402,Diesel
5170,Chevrolet Sail UVA,Chevrolet,2011,25000,109211,Petrol
5171,Ford Freestyle Titanium,Ford,2009,39000,89670,Diesel
5172,Mahindra TUV300 T8,Mahindra,2009,34000,174794,Diesel
5173,Hyundai Tucson 2WD,Hyundai,2012,58000,68044,Diesel
5174,Hyundai i10 Sportz,Hyundai,2003,25000,65592,Petrol
5175,Nissan Micra XV,Nissan,2014,60000,49877,Diesel
5176,Mahindra Scorpio S10,Mahindra,2002,27000,44784,Diesel
5177,Chevrolet Tavera Neo,Chevrolet,2004,25000,100493,Petrol
5178,Volkswagen Polo Highline,Volkswagen,2018,88000,88121,Diesel
5179,Tata Nexon XZ,Tata,2014,42000,94381,Petrol
5180,Volvo S60 D4,Volvo,2012,679000,113108,Diesel
5181,Volvo S60 D4,Volvo,2023,2117000,97934,Diesel
5182,Land Rover Discovery,Land,2007,590000,79796,Petrol
5183,Ford Fiesta Classic,Ford,2023,176000,27007,Diesel
5184,Mahindra XUV500 W8,Mahindra,2018,97000,94948,Petrol
5185,Mitsubishi Pajero Sport,Mitsubishi,2020,188000,31818,Diesel
5186,Honda City 1.5,Honda,2005,31000,42643,Petrol
5187,Hyundai Elite i20,Hyundai,2003,25000,162440,Diesel
5188,Jeep Compass Limited,Jeep,2014,89000,95517,Diesel
5189,Honda WR-V i-VTEC,Honda,2007,26000,157349,Petrol
5190,Jaguar XF Portfolio,Jaguar,2021,3036000,26781,Diesel
5191,Mini Cooper S,Mini,2012,879000,50271,Petrol
5192,Maruti Suzuki Swift,Maruti,2005,28000,50087,Petrol
5193,Tata Indica V2,Tata,2013,42000,105650,Petrol
5194,Toyota Glanza G,Toyota,2010,69000,3342,Petrol
5195,Volkswagen Jetta Comfortline,Volkswagen,2007,34000,103139,Diesel
5196,Toyota Innova 2.5,Toyota,2006,39000,82186,Petrol
5197,Volkswagen Vento Highline,Volkswagen,2009,35000,140844,Diesel
5198,Audi A8,Audi,2014,1595000,7869,Diesel
5199,Tata Tigor XZ,Tata,2022,93000,173407,Diesel
5200,BMW X1 sDrive20d,BMW,2014,795000,123246,Diesel
5201,Mercedes E-Class E220d,Mercedes,2006,690000,19770,Petrol
5202,Skoda Octavia Elegance,Skoda,2003,36000,5464,Petrol
5203,Nissan Micra XV,Nissan,2002,25000,176579,Diesel
5204,Audi A6 2.0,Audi,2013,935000,72585,Petrol
5205,Mahindra KUV100 K8,Mahindra,2023,137000,139521,Petrol
5206,Mercedes E-Class E220d,Mercedes,2009,609000,152387,Diesel
5207,Jaguar XE Prestige,Jaguar,2019,2535000,44470,Petrol
5208,Jaguar XE Prestige,Jaguar,2016,1227000,144090,Diesel
5209,Hyundai Creta 1.6,Hyundai,2007,25000,170680,Petrol
5210,Mini Cooper S,Mini,2004,289000,136693,Diesel
5211,Mahindra KUV100 K8,Mahindra,2023,122000,151775,Petrol
5212,Tata Tiago Revotron,Tata,2009,34000,82009,Diesel
5213,Mercedes GLA 200d,Mercedes,2002,291000,130023,Diesel
5214,Fiat Linea Active,Fiat,2020,82000,74169,Diesel
5215,Datsun GO Plus,Datsun,2015,39000,108785,Petrol
5216,Maruti Suzuki Celerio,Maruti,2020,93000,94053,Petrol
5217,Fiat Linea Active,Fiat,2013,40000,72950,Petrol
5218,Chevrolet Sail UVA,Chevrolet,2005,25000,51518,Petrol
5219,Volvo S60 D4,Volvo,2013,899000,77208,Petrol
5220,Land Rover Discovery,Land,2005,714000,26183,Petrol
5221,Chevrolet Beat LT,Chevrolet,2023,110000,60496,Diesel
5222,Volvo S60 D4,Volvo,2012,1056000,8079,Diesel
5223,Honda Amaze S,Honda,2009,43000,68471,Petrol
5224,Jeep Compass Limited,Jeep,2003,36000,52193,Petrol
5225,Ford Figo,Ford,2018,110000,21118,Diesel
5226,Jeep Compass Longitude,Jeep,2013,93000,80632,Diesel
5227,Chevrolet Spark LT,Chevrolet,2005,25000,18608,Petrol
5228,Mitsubishi Lancer 1.8,Mitsubishi,2009,33000,130659,Petrol
5229,Tata Nano Lx,Tata,2005,30000,4333,Diesel
5230,Renault Duster 110,Renault,2018,117000,5005,Petrol
5231,Nissan Terrano XL,Nissan,2004,25000,177705,Petrol
5232,Jeep Compass Longitude,Jeep,2011,88000,19971,Diesel
5233,Hyundai Elite i20,Hyundai,2018,87000,68726,Diesel
5234,Mercedes GLA 200d,Mercedes,2016,989000,168273,Petrol
5235,Mitsubishi Lancer 1.8,Mitsubishi,2002,30000,55051,Petrol
5236,Mini Cooper D,Mini,2023,1585000,130012,Diesel
5237,Skoda Fabia Classic,Skoda,2005,40000,11473,Diesel
5238,Maruti Suzuki Wagon,Maruti,2014,73000,609,Petrol
5239,Tata Indica V2,Tata,2009,30000,88240,Diesel
5240,Mitsubishi Lancer 1.8,Mitsubishi,2006,53000,12505,Diesel
5241,Jaguar XE Prestige,Jaguar,2023,3192000,60923,Diesel
5242,Land Rover Discovery,Land,2006,470000,172311,Petrol
5243,Mahindra TUV300 T8,Mahindra,2019,93000,119101,Diesel
5244,Nissan Micra XV,Nissan,2008,25000,131198,Diesel
5245,Tata Bolt XT,Tata,2019,110000,22126,Petrol
5246,Toyota Innova 2.5,Toyota,2010,41000,132922,Diesel
5247,Ford Endeavour 4x4,Ford,2010,44000,83746,Diesel
5248,Jeep Compass Longitude,Jeep,2022,151000,119701,Petrol
5249,Jaguar XE Prestige,Jaguar,2017,1433000,151812,Diesel
5250,Hyundai Eon Era,Hyundai,2022,99000,166215,Petrol
5251,Chevrolet Sail UVA,Chevrolet,2021,104000,50616,Petrol
5252,Chevrolet Spark LT,Chevrolet,2023,77000,102676,Petrol
5253,Skoda Octavia Elegance,Skoda,2008,41000,61844,Petrol
5254,Chevrolet Sail UVA,Chevrolet,2002,25000,107730,Petrol
5255,Audi A4 35,Audi,2006,761000,14398,Diesel
5256,Nissan Micra XV,Nissan,2016,50000,146618,Diesel
5257,Nissan Sunny XL,Nissan,2023,111000,170200,Diesel
5258,Jaguar XF Portfolio,Jaguar,2010,835000,74133,Petrol
5259,Jeep Compass Limited,Jeep,2016,94000,122779,Petrol
5260,Honda City 1.5,Honda,2003,37000,10244,Diesel
5261,Maruti Suzuki Wagon,Maruti,2002,25000,162249,Diesel
5262,Ford Freestyle Titanium,Ford,2007,30000,77444,Diesel
5263,Jaguar XF Portfolio,Jaguar,2019,2617000,4195,Diesel
5264,Land Rover Discovery,Land,2019,1684000,112172,Diesel
5265,Volkswagen Ameo Highline,Volkswagen,2006,27000,113714,Petrol
5266,Mercedes C-Class C220d,Mercedes,2010,634000,147674,Diesel
5267,Maruti Suzuki Swift,Maruti,2018,69000,121521,CNG
5268,Toyota Corolla Altis,Toyota,2016,140000,12422,Diesel
5269,Maruti Suzuki Vitara,Maruti,2009,50000,35385,Diesel
5270,Jeep Compass Limited,Jeep,2023,247000,67305,Petrol
5271,Hyundai Creta 1.6,Hyundai,2009,32000,134691,Petrol
5272,Jeep Compass Longitude,Jeep,2005,29000,178380,Petrol
5273,Skoda Fabia Classic,Skoda,2006,36000,64970,Petrol
5274,Land Rover Discovery,Land,2013,1370000,25501,Petrol
5275,Mahindra TUV300 T8,Mahindra,2003,35000,5755,Diesel
5276,Audi Q3 35,Audi,2008,804000,40616,Diesel
5277,Mercedes E-Class E220d,Mercedes,2002,330000,86765,Petrol
5278,Mini Cooper S,Mini,2008,672000,32467,Petrol
5279,Maruti Suzuki Vitara,Maruti,2005,27000,65071,CNG
5280,Hyundai Verna 1.6,Hyundai,2006,37000,46377,Petrol
5281,Toyota Yaris VX,Toyota,2015,72000,114850,Petrol
5282,Tata Bolt XT,Tata,2010,26000,175677,Petrol
5283,Ford Freestyle Titanium,Ford,2015,93000,28586,Diesel
5284,Land Rover Discovery,Land,2010,1195000,37237,Diesel
5285,Volkswagen Ameo Highline,Volkswagen,2012,70000,55059,Diesel
5286,Chevrolet Spark LT,Chevrolet,2014,37000,139027,Petrol
5287,Hyundai Xcent S,Hyundai,2005,31000,70803,Diesel
5288,Tata Nano Lx,Tata,2008,28000,91152,Diesel
5289,Jeep Compass Longitude,Jeep,2008,49000,175648,Diesel
5290,Jeep Compass Longitude,Jeep,2012,110000,7444,Diesel
5291,Land Rover Freelander,Land,2020,1991000,179963,Diesel
5292,Skoda Fabia Classic,Skoda,2013,79000,47504,Diesel
5293,Mercedes E-Class E220d,Mercedes,2010,826000,74882,Diesel
5294,Mitsubishi Pajero Sport,Mitsubishi,2003,26000,80347,Diesel
5295,BMW 3 Series,BMW,2014,826000,149076,Petrol
5296,Honda Brio S,Honda,2023,141000,120024,Diesel
5297,Mercedes E-Class E220d,Mercedes,2020,2487000,59834,Diesel
5298,Volkswagen Polo Highline,Volkswagen,2016,97000,41298,Diesel
5299,Tata Bolt XT,Tata,2015,81000,11509,Petrol
5300,Volvo S60 D4,Volvo,2006,378000,165836,Diesel
5301,Honda WR-V i-VTEC,Honda,2006,30000,94620,Petrol
5302,Ford Fiesta Classic,Ford,2014,75000,14982,Petrol
5303,Renault Triber RXZ,Renault,2009,31000,176781,Diesel
5304,Audi Q7,Audi,2020,1692000,93813,Petrol
5305,Mahindra TUV300 T8,Mahindra,2020,127000,69462,Petrol
5306,Skoda Octavia Elegance,Skoda,2013,55000,163462,Diesel
5307,Ford Figo,Ford,2016,84000,50705,Petrol
5308,Jaguar XE Prestige,Jaguar,2016,1713000,28010,Petrol
5309,Jaguar XF Portfolio,Jaguar,2002,480000,42410,Petrol
5310,Jaguar XE Prestige,Jaguar,2017,1367000,101671,Petrol
5311,Volkswagen Polo Highline,Volkswagen,2023,153000,72654,Petrol
5312,Chevrolet Sail UVA,Chevrolet,2005,25000,21273,Petrol
5313,Mahindra Scorpio SLE,Mahindra,2002,25000,91906,Diesel
5314,Honda Civic 1.8,Honda,2021,155000,42550,Petrol
5315,Jaguar XF Portfolio,Jaguar,2020,2067000,93556,Petrol
5316,Land Rover Freelander,Land,2016,1286000,110200,Diesel
5317,Tata Bolt XT,Tata,2008,27000,83552,Diesel
5318,Mini Cooper D,Mini,2008,650000,35015,Diesel
5319,BMW X1 sDrive20d,BMW,2020,2352000,49148,Petrol
5320,Hyundai Santro Xing,Hyundai,2006,25000,99545,Petrol
5321,Mahindra Bolero SLE,Mahindra,2008,30000,164734,Petrol
5322,Jeep Compass Limited,Jeep,2020,154000,174814,Diesel
5323,Chevrolet Spark LT,Chevrolet,2017,90000,18000,Diesel
5324,Ford EcoSport Titanium,Ford,2013,65000,47683,Petrol
5325,Mahindra TUV300 T8,Mahindra,2009,66000,8048,Petrol
5326,Hyundai Venue SX,Hyundai,2021,131000,55043,Petrol
5327,Renault Duster 110,Renault,2006,25000,160610,Diesel
5328,Volkswagen Polo Highline,Volkswagen,2011,38000,135679,Diesel
5329,Toyota Yaris VX,Toyota,2016,80000,175694,Diesel
5330,Volvo S60 D4,Volvo,2017,1388000,39616,Petrol
5331,Mercedes C-Class C220d,Mercedes,2007,735000,31881,Diesel
5332,Mini Cooper D,Mini,2020,1146000,108503,Petrol
5333,Chevrolet Tavera Neo,Chevrolet,2013,51000,30243,Diesel
5334,Maruti Suzuki Baleno,Maruti,2007,37000,51640,Petrol
5335,Fiat Punto Active,Fiat,2015,87000,893,Diesel
5336,Maruti Suzuki Swift,Maruti,2010,55000,32019,Petrol
5337,Jeep Compass Limited,Jeep,2017,105000,170395,Diesel
5338,Chevrolet Beat LT,Chevrolet,2011,29000,87985,Petrol
5339,Audi A6 2.0,Audi,2009,586000,102552,Diesel
5340,Honda WR-V i-VTEC,Honda,2007,32000,131618,Diesel
5341,Ford EcoSport Ambiente,Ford,2006,44000,10418,Diesel
5342,Mini Cooper D,Mini,2023,2031000,85022,Petrol
5343,Datsun GO T,Datsun,2005,25000,127762,Diesel
5344,Skoda Octavia Elegance,Skoda,2008,29000,150569,Diesel
5345,Land Rover Discovery,Land,2016,1586000,67316,Petrol
5346,Fiat Linea Active,Fiat,2020,70000,133988,Diesel
5347,Volvo S60 D4,Volvo,2004,559000,14413,Diesel
5348,Audi A6 2.0,Audi,2015,1127000,76042,Petrol
5349,Mini Cooper D,Mini,2019,1088000,160309,Diesel
5350,Mahindra Scorpio S10,Mahindra,2010,44000,150830,Diesel
5351,Volkswagen Ameo Highline,Volkswagen,2023,138000,175735,Petrol
5352,Renault Lodgy 110PS,Renault,2019,127000,3924,Diesel
5353,Mercedes GLA 200d,Mercedes,2020,2264000,52766,Diesel
5354,Audi Q3 35,Audi,2014,904000,152118,Petrol
5355,Mitsubishi Pajero Sport,Mitsubishi,2003,29000,57922,Petrol
5356,Chevrolet Tavera Neo,Chevrolet,2005,25000,37057,Diesel
5357,Toyota Innova 2.5,Toyota,2006,34000,65417,Petrol
5358,Audi Q7,Audi,2020,1590000,91568,Petrol
5359,Skoda Fabia Classic,Skoda,2012,44000,101906,Diesel
5360,Maruti Suzuki Celerio,Maruti,2017,59000,141052,Petrol
5361,Land Rover Freelander,Land,2002,436000,53101,Diesel
5362,Renault Lodgy 110PS,Renault,2012,32000,171604,Petrol
5363,BMW X1 sDrive20d,BMW,2019,2031000,70083,Diesel
5364,Maruti Suzuki Omni,Maruti,2017,91000,11505,CNG
5365,Datsun GO T,Datsun,2010,33000,62913,Petrol
5366,Hyundai Creta 1.6,Hyundai,2020,166000,20899,Diesel
5367,Skoda Fabia Classic,Skoda,2014,51000,146853,Diesel
5368,Datsun GO T,Datsun,2018,45000,120275,Diesel
5369,Nissan Sunny XL,Nissan,2017,75000,79018,Petrol
5370,Nissan Terrano XL,Nissan,2015,47000,112581,Petrol
5371,Fiat Linea Active,Fiat,2011,46000,17681,Diesel
5372,Renault Duster 110,Renault,2010,46000,28628,Diesel
5373,Volkswagen Vento Highline,Volkswagen,2004,25000,166035,Petrol
5374,Mitsubishi Pajero Sport,Mitsubishi,2005,27000,82424,Petrol
5375,Ford Figo,Ford,2006,25000,173591,Petrol
5376,Jeep Compass Limited,Jeep,2013,80000,110176,Diesel
5377,Nissan Terrano XL,Nissan,2010,51000,29057,Diesel
5378,Maruti Suzuki Wagon,Maruti,2012,39000,109594,Petrol
5379,Datsun GO Plus,Datsun,2011,29000,97246,Diesel
5380,Jaguar XF Portfolio,Jaguar,2014,1180000,97733,Diesel
5381,Volkswagen Jetta Comfortline,Volkswagen,2014,88000,12386,Diesel
5382,Chevrolet Spark LT,Chevrolet,2020,62000,114339,Diesel
5383,Toyota Innova 2.5,Toyota,2017,87000,95456,Petrol
5384,Jeep Compass Limited,Jeep,2018,201000,35321,Diesel
5385,Skoda Octavia Elegance,Skoda,2010,50000,37257,Petrol
5386,Land Rover Discovery,Land,2003,373000,108668,Petrol
5387,Jaguar XE Prestige,Jaguar,2022,2299000,138036,Diesel
5388,Hyundai i10 Sportz,Hyundai,2017,102000,36719,Diesel
5389,Tata Bolt XT,Tata,2003,25000,64522,Petrol
5390,Renault Duster 110,Renault,2008,45000,23420,Petrol
5391,Renault Kwid RXT,Renault,2002,25000,20804,Petrol
5392,Jeep Compass Limited,Jeep,2023,315000,5723,Diesel
5393,Chevrolet Sail UVA,Chevrolet,2018,52000,130687,Diesel
5394,Nissan Micra XV,Nissan,2020,78000,103042,Petrol
5395,BMW X1 sDrive20d,BMW,2016,1420000,66409,Diesel
5396,Tata Tiago Revotron,Tata,2004,25000,118868,Petrol
5397,Mahindra XUV500 W8,Mahindra,2012,62000,91613,Diesel
5398,BMW 3 Series,BMW,2023,3126000,53402,Diesel
5399,BMW X1 sDrive20d,BMW,2010,1068000,18002,Diesel
5400,Chevrolet Tavera Neo,Chevrolet,2003,25000,32256,Petrol
5401,BMW 3 Series,BMW,2010,635000,111398,Diesel
5402,Toyota Glanza G,Toyota,2008,36000,103210,Diesel
5403,Nissan Micra XV,Nissan,2017,55000,154726,Diesel
5404,Volvo S60 D4,Volvo,2004,564000,1128,Petrol
5405,Mercedes C-Class C220d,Mercedes,2021,3338000,15337,Diesel
5406,Honda City 1.5,Honda,2008,29000,141664,Diesel
5407,Ford Freestyle Titanium,Ford,2013,45000,167070,Petrol
5408,Nissan Terrano XL,Nissan,2014,72000,45063,Diesel
5409,BMW X1 sDrive20d,BMW,2007,605000,39553,Petrol
5410,BMW 3 Series,BMW,2022,2754000,61919,Petrol
5411,Jeep Compass Longitude,Jeep,2011,80000,49543,Petrol
5412,Jaguar XE Prestige,Jaguar,2010,1056000,3899,Petrol
5413,Chevrolet Sail UVA,Chevrolet,2004,25000,176408,Diesel
5414,Skoda Octavia Elegance,Skoda,2011,55000,49809,Diesel
5415,Maruti Suzuki Omni,Maruti,2021,138000,55768,Petrol
5416,Mitsubishi Lancer 1.8,Mitsubishi,2002,29000,36725,Diesel
5417,Tata Indica V2,Tata,2002,25000,162559,Petrol
5418,Fiat Punto Active,Fiat,2009,26000,177749,Diesel
5419,Honda WR-V i-VTEC,Honda,2017,71000,165145,Petrol
5420,Volkswagen Jetta Comfortline,Volkswagen,2014,87000,17105,Diesel
5421,Renault Triber RXZ,Renault,2012,41000,81360,Petrol
5422,Toyota Fortuner 3.0,Toyota,2015,65000,112295,Petrol
5423,Mitsubishi Pajero Sport,Mitsubishi,2020,158000,33533,Diesel
5424,Honda City 1.5,Honda,2013,77000,15532,Petrol
5425,Renault Kwid RXT,Renault,2020,125000,13348,Diesel
5426,Fiat Linea Active,Fiat,2018,91000,47531,Diesel
5427,Tata Tigor XZ,Tata,2020,122000,18416,Petrol
5428,Hyundai Eon Era,Hyundai,2016,85000,29439,Petrol
5429,Volvo S60 D4,Volvo,2020,1591000,95161,Diesel
5430,Skoda Fabia Classic,Skoda,2004,40000,23580,Diesel
5431,Toyota Innova 2.5,Toyota,2014,66000,171396,Diesel
5432,Land Rover Discovery,Land,2010,988000,49799,Diesel
5433,Volkswagen Ameo Highline,Volkswagen,2010,55000,55219,Petrol
5434,BMW X1 sDrive20d,BMW,2004,405000,66391,Petrol
5435,Land Rover Freelander,Land,2022,3946000,14878,Diesel
5436,Audi A8,Audi,2018,1549000,62746,Diesel
5437,Mini Cooper D,Mini,2019,1277000,83883,Diesel
5438,Tata Nano Lx,Tata,2019,63000,97652,Petrol
